"","date","Country","ISO3","confirmed","death","recovered","confirmed_cum","death_cum","recovered_cum","confirmed_confirmed_cum_lag_01","death_confirmed_cum_lag_01","recovered_confirmed_cum_lag_01","confirmed_confirmed_cum_lag_02","death_confirmed_cum_lag_02","recovered_confirmed_cum_lag_02","confirmed_confirmed_cum_lag_03","death_confirmed_cum_lag_03","recovered_confirmed_cum_lag_03","confirmed_confirmed_cum_lag_04","death_confirmed_cum_lag_04","recovered_confirmed_cum_lag_04","confirmed_confirmed_cum_lag_05","death_confirmed_cum_lag_05","recovered_confirmed_cum_lag_05","confirmed_confirmed_cum_lag_06","death_confirmed_cum_lag_06","recovered_confirmed_cum_lag_06","confirmed_confirmed_cum_lag_07","death_confirmed_cum_lag_07","recovered_confirmed_cum_lag_07","confirmed_confirmed_cum_lag_08","death_confirmed_cum_lag_08","recovered_confirmed_cum_lag_08","confirmed_confirmed_cum_lag_09","death_confirmed_cum_lag_09","recovered_confirmed_cum_lag_09","confirmed_confirmed_cum_lag_10","death_confirmed_cum_lag_10","recovered_confirmed_cum_lag_10","confirmed_confirmed_cum_lag_11","death_confirmed_cum_lag_11","recovered_confirmed_cum_lag_11","confirmed_confirmed_cum_lag_12","death_confirmed_cum_lag_12","recovered_confirmed_cum_lag_12","confirmed_confirmed_cum_lag_13","death_confirmed_cum_lag_13","recovered_confirmed_cum_lag_13","confirmed_confirmed_cum_lag_14","death_confirmed_cum_lag_14","recovered_confirmed_cum_lag_14","confirmed_confirmed_cum_lag_15","death_confirmed_cum_lag_15","recovered_confirmed_cum_lag_15","confirmed_confirmed_cum_lag_16","death_confirmed_cum_lag_16","recovered_confirmed_cum_lag_16","confirmed_confirmed_cum_lag_17","death_confirmed_cum_lag_17","recovered_confirmed_cum_lag_17","confirmed_confirmed_cum_lag_18","death_confirmed_cum_lag_18","recovered_confirmed_cum_lag_18","confirmed_confirmed_cum_lag_19","death_confirmed_cum_lag_19","recovered_confirmed_cum_lag_19","confirmed_confirmed_cum_lag_20","death_confirmed_cum_lag_20","recovered_confirmed_cum_lag_20","confirmed_confirmed_cum_lag_21","death_confirmed_cum_lag_21","recovered_confirmed_cum_lag_21","confirmed_confirmed_cum_lag_22","death_confirmed_cum_lag_22","recovered_confirmed_cum_lag_22","confirmed_confirmed_cum_lag_23","death_confirmed_cum_lag_23","recovered_confirmed_cum_lag_23","confirmed_confirmed_cum_lag_24","death_confirmed_cum_lag_24","recovered_confirmed_cum_lag_24","confirmed_confirmed_cum_lag_25","death_confirmed_cum_lag_25","recovered_confirmed_cum_lag_25"
"111",2020-03-11,"Italy","ITA",2313,196,321,12462,827,1045,977,168,0,1797,97,102,1492,133,33,1247,36,66,778,49,109,769,41,138,587,28,116,466,27,11,342,18,66,566,5,37,240,8,0,233,4,1,202,5,42,131,2,2,93,3,0,74,4,-1,93,1,1,42,1,1,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"112",2020-03-12,"Italy","ITA",0,0,0,12462,827,1045,2313,196,321,977,168,0,1797,97,102,1492,133,33,1247,36,66,778,49,109,769,41,138,587,28,116,466,27,11,342,18,66,566,5,37,240,8,0,233,4,1,202,5,42,131,2,2,93,3,0,74,4,-1,93,1,1,42,1,1,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"113",2020-03-13,"Italy","ITA",5198,439,394,17660,1266,1439,0,0,0,2313,196,321,977,168,0,1797,97,102,1492,133,33,1247,36,66,778,49,109,769,41,138,587,28,116,466,27,11,342,18,66,566,5,37,240,8,0,233,4,1,202,5,42,131,2,2,93,3,0,74,4,-1,93,1,1,42,1,1,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"114",2020-03-14,"Italy","ITA",3497,175,527,21157,1441,1966,5198,439,394,0,0,0,2313,196,321,977,168,0,1797,97,102,1492,133,33,1247,36,66,778,49,109,769,41,138,587,28,116,466,27,11,342,18,66,566,5,37,240,8,0,233,4,1,202,5,42,131,2,2,93,3,0,74,4,-1,93,1,1,42,1,1,17,1,0,0,0,0,0,0,0,0,0,0
"115",2020-03-15,"Italy","ITA",3590,368,369,24747,1809,2335,3497,175,527,5198,439,394,0,0,0,2313,196,321,977,168,0,1797,97,102,1492,133,33,1247,36,66,778,49,109,769,41,138,587,28,116,466,27,11,342,18,66,566,5,37,240,8,0,233,4,1,202,5,42,131,2,2,93,3,0,74,4,-1,93,1,1,42,1,1,17,1,0,0,0,0,0,0,0
"116",2020-03-16,"Italy","ITA",3233,349,414,27980,2158,2749,3590,368,369,3497,175,527,5198,439,394,0,0,0,2313,196,321,977,168,0,1797,97,102,1492,133,33,1247,36,66,778,49,109,769,41,138,587,28,116,466,27,11,342,18,66,566,5,37,240,8,0,233,4,1,202,5,42,131,2,2,93,3,0,74,4,-1,93,1,1,42,1,1,17,1,0,0,0,0
"117",2020-03-17,"Italy","ITA",3526,345,192,31506,2503,2941,3233,349,414,3590,368,369,3497,175,527,5198,439,394,0,0,0,2313,196,321,977,168,0,1797,97,102,1492,133,33,1247,36,66,778,49,109,769,41,138,587,28,116,466,27,11,342,18,66,566,5,37,240,8,0,233,4,1,202,5,42,131,2,2,93,3,0,74,4,-1,93,1,1,42,1,1,17,1,0
"118",2020-03-18,"Italy","ITA",4207,475,1084,35713,2978,4025,3526,345,192,3233,349,414,3590,368,369,3497,175,527,5198,439,394,0,0,0,2313,196,321,977,168,0,1797,97,102,1492,133,33,1247,36,66,778,49,109,769,41,138,587,28,116,466,27,11,342,18,66,566,5,37,240,8,0,233,4,1,202,5,42,131,2,2,93,3,0,74,4,-1,93,1,1,42,1,1
"119",2020-03-19,"Italy","ITA",5322,427,415,41035,3405,4440,4207,475,1084,3526,345,192,3233,349,414,3590,368,369,3497,175,527,5198,439,394,0,0,0,2313,196,321,977,168,0,1797,97,102,1492,133,33,1247,36,66,778,49,109,769,41,138,587,28,116,466,27,11,342,18,66,566,5,37,240,8,0,233,4,1,202,5,42,131,2,2,93,3,0,74,4,-1,93,1,1
"120",2020-03-20,"Italy","ITA",5986,627,0,47021,4032,4440,5322,427,415,4207,475,1084,3526,345,192,3233,349,414,3590,368,369,3497,175,527,5198,439,394,0,0,0,2313,196,321,977,168,0,1797,97,102,1492,133,33,1247,36,66,778,49,109,769,41,138,587,28,116,466,27,11,342,18,66,566,5,37,240,8,0,233,4,1,202,5,42,131,2,2,93,3,0,74,4,-1
"121",2020-03-21,"Italy","ITA",6557,793,1632,53578,4825,6072,5986,627,0,5322,427,415,4207,475,1084,3526,345,192,3233,349,414,3590,368,369,3497,175,527,5198,439,394,0,0,0,2313,196,321,977,168,0,1797,97,102,1492,133,33,1247,36,66,778,49,109,769,41,138,587,28,116,466,27,11,342,18,66,566,5,37,240,8,0,233,4,1,202,5,42,131,2,2,93,3,0
"122",2020-03-22,"Italy","ITA",5560,651,952,59138,5476,7024,6557,793,1632,5986,627,0,5322,427,415,4207,475,1084,3526,345,192,3233,349,414,3590,368,369,3497,175,527,5198,439,394,0,0,0,2313,196,321,977,168,0,1797,97,102,1492,133,33,1247,36,66,778,49,109,769,41,138,587,28,116,466,27,11,342,18,66,566,5,37,240,8,0,233,4,1,202,5,42,131,2,2
"123",2020-01-22,"US","USA",1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124",2020-01-23,"US","USA",0,0,0,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125",2020-01-24,"US","USA",1,0,0,2,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126",2020-01-25,"US","USA",0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127",2020-01-26,"US","USA",3,0,0,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128",2020-01-27,"US","USA",0,0,0,5,0,0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129",2020-01-28,"US","USA",0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130",2020-01-29,"US","USA",0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131",2020-01-30,"US","USA",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132",2020-01-31,"US","USA",2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133",2020-02-01,"US","USA",1,0,0,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134",2020-02-02,"US","USA",0,0,0,8,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135",2020-02-03,"US","USA",3,0,0,11,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136",2020-02-04,"US","USA",0,0,0,11,0,0,3,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137",2020-02-05,"US","USA",0,0,0,11,0,0,0,0,0,3,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138",2020-02-06,"US","USA",0,0,0,11,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139",2020-02-07,"US","USA",0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140",2020-02-08,"US","USA",0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141",2020-02-09,"US","USA",0,0,3,11,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142",2020-02-10,"US","USA",0,0,0,11,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143",2020-02-11,"US","USA",1,0,0,12,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144",2020-02-12,"US","USA",0,0,0,12,0,3,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145",2020-02-13,"US","USA",1,0,0,13,0,3,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146",2020-02-14,"US","USA",0,0,0,13,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA
"147",2020-02-15,"US","USA",0,0,0,13,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,NA,NA,NA
"148",2020-02-16,"US","USA",0,0,0,13,0,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"149",2020-02-17,"US","USA",0,0,0,13,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0
"150",2020-02-18,"US","USA",0,0,0,13,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0
"151",2020-02-19,"US","USA",0,0,0,13,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"152",2020-02-20,"US","USA",0,0,0,13,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"153",2020-02-21,"US","USA",2,0,2,15,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"154",2020-02-22,"US","USA",0,0,0,15,0,5,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"155",2020-02-23,"US","USA",0,0,0,15,0,5,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0
"156",2020-02-24,"US","USA",36,0,0,51,0,5,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,2,0,0,0,0,0
"157",2020-02-25,"US","USA",0,0,1,51,0,6,36,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,2,0,0
